model,roundtrip_cost_pips,trades,wins_net,losses_net,win_rate_net_pct,gross_total_R,cost_total_R,net_total_R,gross_expectancy_R,net_expectancy_R,net_median_R,net_std_R,net_profit_factor,net_max_drawdown_R,trade_sharpe,trades_per_year,avg_hold_bars,median_hold_bars,start_time,end_time,avg_cost_pips,avg_cost_R
B_Break_Retest,2.5,158,26,132,16.455696202531644,41.99999999999906,335.1062654669431,-293.1062654669441,0.26582278481012067,-1.855102945993317,-1.8691012852464963,1.8897683575389326,0.03130277201075165,-289.972119125479,-12.339227905871455,164.1034917199515,3.481012658227848,2.0,2025-09-15 02:54:00,2026-09-01 18:52:00,2.5,2.1209257308034375
C_Fibonacci_Rejection,0.0,136,50,86,36.76470588235294,-11.000000000005924,0.0,-11.000000000005924,-0.08088235294122004,-0.08088235294122004,-0.9999999999996934,1.209867743361651,0.872093023255751,-17.00000000000603,-0.7796242386489967,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,0.0,0.0
C_Fibonacci_Rejection,0.5,136,50,86,36.76470588235294,-11.000000000005924,48.521415358431796,-59.521415358437736,-0.08088235294122004,-0.4376574658708657,-1.202639296187756,1.231523439282104,0.4914582975444364,-63.15786415185823,-4.144394736653228,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,0.5,0.35677511292964553
C_Fibonacci_Rejection,1.0,136,47,89,34.55882352941176,-11.000000000005924,97.04283071686359,-108.04283071686953,-0.08088235294122004,-0.7944325788005112,-1.4052785923754527,1.2839562238691473,0.2764345705440894,-109.81572830371061,-7.215663687854477,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,1.0,0.7135502258592911
C_Fibonacci_Rejection,1.5,136,41,95,30.14705882352941,-11.000000000005924,145.5642460752954,-156.56424607530133,-0.08088235294122004,-1.1512076917301568,-1.6185687761367333,1.3636204627242534,0.1552009917207878,-157.3450679931101,-9.845315254427724,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,1.5,1.0703253387889367
C_Fibonacci_Rejection,2.0,136,35,101,25.735294117647058,-11.000000000005924,194.08566143372718,-205.08566143373312,-0.08088235294122004,-1.5079828046598023,-1.8384436076742816,1.466083737767111,0.08343906873495857,-205.6267573241445,-11.99518822249153,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,2.0,1.4271004517185821
C_Fibonacci_Rejection,2.5,136,28,108,20.588235294117645,-11.000000000005924,242.607076792159,-253.60707679216492,-0.08088235294122004,-1.864757917589448,-2.0671128462538917,1.5869359987620635,0.04430163498312178,-253.90844665517912,-13.70353148643426,141.23578866726427,2.9926470588235294,2.0,2025-09-15 03:09:00,2026-09-01 20:11:00,2.5,1.783875564648228
D_M1_Structure_Break,0.0,162,85,77,52.46913580246913,50.49999999999565,0.0,50.49999999999565,0.3117283950617016,0.3117283950617016,1.4999999999989286,1.2523461610668774,1.6558441558441033,-15.500000000003482,3.16817732988254,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,0.0,0.0
D_M1_Structure_Break,0.5,162,84,78,51.85185185185185,50.49999999999565,73.87252528216015,-23.372525282164503,0.3117283950617016,-0.14427484742076854,0.6708718811330957,1.358927716669286,0.79763563123846,-33.58569525670126,-1.3512999925313411,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,0.5,0.4560032424824701
D_M1_Structure_Break,1.0,162,76,86,46.913580246913575,50.49999999999565,147.7450505643203,-97.24505056432466,0.3117283950617016,-0.6002780899032386,-0.1582562377341702,1.5855849685932621,0.37936196076530304,-97.99236239228114,-4.81859559390733,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,1.0,0.9120064849649402
D_M1_Structure_Break,1.5,162,61,101,37.65432098765432,50.49999999999565,221.61757584648046,-171.11757584648484,0.3117283950617016,-1.056281332385709,-0.9873843566014361,1.8895915875208686,0.17685867706986128,-171.48854358841967,-7.114905973470872,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,1.5,1.3680097274474103
D_M1_Structure_Break,2.0,162,43,119,26.543209876543212,50.49999999999565,295.4901011286406,-244.99010112864497,0.3117283950617016,-1.5122845748681788,-1.5345072326613458,2.239668404950657,0.08480012650988777,-244.9847247845584,-8.594236611530867,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,2.0,1.8240129699298804
D_M1_Structure_Break,2.5,162,31,131,19.1358024691358,50.49999999999565,369.36262641080083,-318.86262641080515,0.3117283950617016,-1.968287817350649,-1.8158308911322234,2.6173945598901684,0.044036827445330315,-318.4809059806966,-9.571431956598271,168.2546879196221,3.888888888888889,2.0,2025-09-15 02:46:00,2026-09-01 18:54:00,2.5,2.2800162124123506
E_Momentum_Continuation,0.0,162,85,77,52.46913580246913,50.49999999999628,0.0,50.49999999999628,0.3117283950617054,0.3117283950617054,1.4999999999987714,1.2523461610669486,1.6558441558440649,-5.000000000000071,3.1681773298823983,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,0.0,0.0
E_Momentum_Continuation,0.5,162,85,77,52.46913580246913,50.49999999999628,70.9032845157241,-20.403284515727815,0.3117283950617054,-0.12594620071436924,0.5787878787877887,1.2565969195588296,0.8132521326090235,-26.51214392890096,-1.275694219574741,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,0.5,0.43767459577607465
E_Momentum_Continuation,1.0,162,76,86,46.913580246913575,50.49999999999628,141.8065690314482,-91.30656903145191,0.3117283950617054,-0.5636207964904439,-0.3424242424242362,1.3041441956926103,0.3735427609728925,-92.63780504934847,-5.500711956227323,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,1.0,0.8753491915521493
E_Momentum_Continuation,1.5,162,57,105,35.18518518518518,50.49999999999628,212.70985354717232,-162.209853547176,0.3117283950617054,-1.0012953922665186,-1.2421553354848807,1.3905537392999532,0.15613899873172055,-162.7067075740209,-9.164988991781728,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,1.5,1.3130237873282242
E_Momentum_Continuation,2.0,162,35,127,21.604938271604937,50.49999999999628,283.6131380628964,-233.11313806290008,0.3117283950617054,-1.438969988042593,-1.588752815315337,1.509164893049069,0.06804037241675549,-233.1548047295658,-12.13591565825251,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,2.0,1.7506983831042986
E_Momentum_Continuation,2.5,162,25,137,15.432098765432098,50.49999999999628,354.51642257862045,-304.0164225786242,0.3117283950617054,-1.8766445838186678,-1.896300036724364,1.653060495187912,0.03314822514740932,-303.693505911956,-14.44943247343052,168.25668145070517,3.228395061728395,2.0,2025-09-15 02:50:00,2026-09-01 18:52:00,2.5,2.188372978880373
